t_s,est_n_m,est_e_m,est_vn_mps,est_ve_mps,est_bax_mps2,est_bay_mps2,height_used_m,flow_vn_mps,flow_ve_mps,flow_valid,flow_reason,safety_mode,warnings,innov_vn_mps,innov_ve_mps,true_n_m,true_e_m,true_vn_mps,true_ve_mps,true_alt_m,of_quality,texture_class
28.0,1.0221919214851463,0.4617084193735694,0.040704136680803936,0.0222702927337824,0.010900763073825856,-0.0033317816133558555,1.0003334656871448,0.03686771905539573,0.02317777504715193,1,OK,OP_VALID,,-0.003968309205165832,0.0009386805007409252,1.0367330429848924,0.4961644684999534,0.0326516894657628,0.0090762990316062,0.9928731784905208,226.2164604213243,textured_floor
28.01,1.0226008032144684,0.46192686346279765,0.04107220918362848,0.021418525111874993,0.010900763073825856,-0.0033317816133558555,0.981566305900613,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0370555336253713,0.4962503656591217,0.032249064047874,0.0085897159168256,0.9928040338124112,,textured_floor
28.02,1.0230130175807475,0.46213821944926936,0.041370664072227795,0.020852672182475964,0.010900763073825856,-0.0033317816133558555,0.985529952912175,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0373740375687457,0.4963313992370171,0.0318503943374416,0.0081033577895383,0.9927351376644906,,textured_floor
28.03,1.0234208350107876,0.4623461768592549,0.04019282193578032,0.020738809814617086,0.010900763073825856,-0.0033317816133558555,1.0057594588060583,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0376885944430234,0.496407571574835,0.0314556874277735,0.007617233781801,0.9926665038949914,,textured_floor
28.04,1.0232410207179148,0.4627236132458513,0.03871819319471634,0.020551995824988234,0.010917498635596375,-0.0033371090952026006,1.0082345363867287,0.026508892513984326,0.02418042428178757,1,OK,OP_VALID,,-0.012608986252963882,0.00374720925694352,1.0379992439446348,0.4964788851049782,0.0310649501611512,0.0071313530143119,0.9925981463493952,224.77926114684476,textured_floor
28.05,1.0236267122859168,0.4629283682260453,0.03842012040569505,0.020399000213800717,0.010917498635596375,-0.0033371090952026006,0.9919833759215768,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.038306025835921,0.4965453423509398,0.0306781891286033,0.0066457245961627,0.9925300788695384,,textured_floor
28.06,1.0240158321652126,0.4631245799551386,0.039403855453451264,0.01884334560488369,0.010917498635596375,-0.0033371090952026006,0.9695622093330719,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.038608979942618,0.4966069459271857,0.0302954106696986,0.0061603576245928,0.9924623152927184,,textured_floor
28.07,1.024400344413152,0.46331416555054966,0.03749859413439649,0.019073773477326833,0.010917498635596375,-0.0033371090952026006,0.9781448533713796,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0389081461513414,0.4966636985390331,0.0299166208723533,0.0056752611847418,0.9923948694508024,,textured_floor
28.08,1.0232596099458129,0.46293087107611325,0.03629509447116013,0.01835687120111116,0.010962016509564382,-0.0033211988426278547,0.9950382136168436,-0.0020975911100396126,0.0038297591152440997,1,OK,OP_VALID,,-0.039443621411346545,-0.014924767586347922,1.039203564407068,0.4967156029825271,0.0295418255726558,0.0051904443494033,0.992327755169332,217.16458460818225,textured_floor
28.09,1.0236153219643829,0.46312312091283325,0.03484730924284242,0.020093096142885833,0.010962016509564382,-0.0033211988426278547,1.000964365355011,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0394952747106152,0.4967626621443149,0.029171030354713,0.0047059161787812,0.9922609862666332,,textured_floor
28.1,1.0239593994243688,0.4633209388023217,0.0339681827543144,0.01947048175480215,0.010962016509564382,-0.0033211988426278547,1.0072621851128574,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0397833171161204,0.4968048790015173,0.0288042405505073,0.0042216857202414,0.9921945765529212,,textured_floor
28.11,1.0242958200610606,0.463515363489166,0.03331594458403313,0.01941445561406045,0.010962016509564382,-0.0033211988426278547,0.9616536437167891,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.040067731728518,0.496842256621598,0.0284414612397777,0.0037377620080704,0.9921285398294118,,textured_floor
28.12,1.0238615455778293,0.4620628738868821,0.032118407985545466,0.02021367758998825,0.010985137689329823,-0.003273262898319098,1.005131533134892,0.010259289904677735,-0.027229326600083044,1,OK,OP_VALID,,-0.0223890654878851,-0.04859320141937526,1.0403485587010173,0.4968747981622303,0.0280826972499129,0.0032541540632286,0.9920628898874287,211.81780525519065,textured_floor
28.13,1.0241788229334419,0.46226422381919097,0.03133706313699124,0.02005630887178714,0.010985137689329823,-0.003273262898319098,1.0133971987322432,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.040625838232576,0.4969025068711614,0.0277279531558648,0.0027708708931076,0.9919976405075128,,textured_floor
28.14,1.0244904567098518,0.462462927182372,0.03098969214499663,0.019684363764406326,0.010985137689329823,-0.003273262898319098,0.9560387088076683,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0408996105653767,0.4969253860860743,0.0273772332800778,0.0022879214912861,0.9919328054585324,,textured_floor
28.15,1.0247964176248097,0.4626542652045591,0.03020249084656892,0.018583240673023287,0.010985137689329823,-0.003273262898319098,0.9917887661644251,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0411699159823011,0.4969434392344472,0.0270305416924374,0.0018053148372885,0.991868398496794,,textured_floor
28.16,1.0252772805742738,0.46232084910129195,0.02883424346510909,0.019140827879946917,0.01097995586092818,-0.003257902086682529,1.0031681664215735,0.03593350924830517,-0.0007894312184082077,1,OK,OP_VALID,,0.00722885576740424,-0.020294066010322524,1.0414367948044034,0.4969566698334106,0.0266878822102341,0.0013230598963409,0.9918044333651532,197.35474575356088,textured_floor
28.17,1.0255669755476768,0.4625059949259772,0.029104751215465203,0.017888337057106265,0.01097995586092818,-0.003257902086682529,0.9705749725594245,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.041700287388385,0.4969650814896019,0.0263492583981447,0.0008411656191292,0.991740923792128,,textured_floor
28.18,1.0258593750021598,0.4626849631063945,0.029375139681120606,0.017905299026359525,0.01097995586092818,-0.003257902086682529,0.9841886408848888,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0419604341240671,0.4969686778990175,0.026014673568233,0.0003596409415597,0.9916778834910098,,textured_floor
28.19,1.0261548085208205,0.46286049497664133,0.029711564050976247,0.017201075023007315,0.01097995586092818,-0.003257902086682529,1.0000163132528066,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0422172754318668,0.4969674628468627,0.025684130779966,-0.0001215052154841,0.9916153261589792,,textured_floor
28.2,1.025994332952123,0.4608781573188559,0.027836411753421757,0.015256629475805271,0.01099403136459022,-0.0031954242764452943,0.9837143439797272,0.015677894571748795,-0.04305475560095713,1,OK,OP_VALID,,-0.012470301893314998,-0.059806682415241355,1.0424708517602692,0.4969614402073988,0.0253576328402483,-0.0006022639463813,0.99155326547622,213.57451541380075,textured_floor
28.21,1.0262721849087788,0.46102343309581223,0.027733979577706586,0.013798525915461306,0.01099403136459022,-0.0031954242764452943,0.9860386317733443,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.042721203583304,0.4969506139437887,0.0250351823034731,-0.0010826263610119,0.9914917151050344,,textured_floor
28.22,1.0265507028936338,0.4611651746197791,0.027969617393330457,0.014549778877907439,0.01099403136459022,-0.0031954242764452943,0.994741965244707,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.04296837139802,0.4969349881079388,0.0247167814715913,-0.0015625835849984,0.9914306886889612,,textured_floor
28.23,1.0268246729544486,0.46130804984861934,0.026824394769628748,0.01402526689014725,0.01099403136459022,-0.0031954242764452943,0.9738275917721845,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.043212395721962,0.4969145668403393,0.0244024323941971,-0.0020421267599439,0.9913701998518918,,textured_floor
28.24,1.026012266593637,0.46163623884447513,0.02575407071383719,0.012873709442953614,0.011025344620907157,-0.003201542767399679,0.9753108307337457,-0.004940826007952985,0.018388082547678555,1,OK,OP_VALID,,-0.03144471937543951,0.0056490795972104525,1.043453317090648,0.4968893543699026,0.0240921368686332,-0.0025212470436689,0.991310262197192,211.22206485644065,textured_floor
28.25,1.0262678723680674,0.4617684250538546,0.02536708417220567,0.013563532432937985,0.011025344620907157,-0.003201542767399679,0.9982751115271489,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0436911760550494,0.4968593550137981,0.0237858964401094,-0.0029999356104506,0.99125088930682,,textured_floor
28.26,1.0265273521322873,0.46190036331527684,0.02652886867177276,0.012824119851494833,0.011025344620907157,-0.003201542767399679,1.0054226959109884,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0439260131790675,0.4968245731772855,0.0234837124018416,-0.0034781836512605,0.9911920947404488,,textured_floor
28.27,1.0267988514927642,0.4620282578025044,0.02777100342363384,0.012754777594025275,0.011025344620907157,-0.003201542767399679,0.9971102286714816,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0441578690370197,0.4967850133535454,0.0231855857952074,-0.0039559823739992,0.9911338920345888,,textured_floor
28.28,1.0275847573704366,0.45991575334037715,0.02651239529909725,0.011579328971694895,0.011011247146182923,-0.0031361719335270947,1.0114898175019331,0.03802806122833913,-0.038321668370796924,1,OK,OP_VALID,,0.01187513270092344,-0.05145867976647099,1.044386784211119,0.4967406801235082,0.0228915174099188,-0.0044333230037334,0.9910762947017135,222.25174805993396,textured_floor
28.29,1.027858419219516,0.46003171930448955,0.02821997451675312,0.011613863850779624,0.011011247146182923,-0.0031361719335270947,0.9973129419939317,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0446127992889611,0.4966915781556789,0.0226015077842113,-0.0049101967829317,0.9910193162293834,,textured_floor
28.3,1.0281353667629454,0.4601375739731127,0.027169534169111,0.009557069873859202,0.011011247146182923,-0.0031361719335270947,1.0186617063801944,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0448359548610116,0.4966377122059619,0.022315557205052,-0.005386594971699,0.990962970079374,,textured_floor
28.31,1.0284096028582739,0.4602343044014352,0.027677684896599747,0.009789015790647494,0.011011247146182923,-0.0031361719335270947,0.9918938736747135,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0450562915180952,0.4965790871174818,0.0220336657083633,-0.0058625088480105,0.9909072696868046,,textured_floor
28.32,1.0276621996177284,0.45971419177906897,0.02745779359056462,0.008956398377622687,0.011041290268283484,-0.003118678256411234,0.9946417281776082,-0.004119847111207443,-0.010009861178577719,1,OK,OP_VALID,,-0.032290893561086144,-0.019394655679479934,1.0452738498488878,0.4965157078204023,0.0217558330792646,-0.0063379297079458,0.9908522284592688,207.46050523050255,textured_floor
28.33,1.0279313833634953,0.45980095627543077,0.026378955562791996,0.008396500894741905,0.011041290268283484,-0.003118678256411234,0.9968444435867158,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0454886704374111,0.4964475793317431,0.0214820588523313,-0.0068128488659226,0.9907978597759656,,textured_floor
28.34,1.0281957683835174,0.4598829023963761,0.026498048441643163,0.007992723294317772,0.011041290268283484,-0.003118678256411234,0.9813259314203014,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0457007938605298,0.4963747067551938,0.021212342311871,-0.007287257654927,0.9907441769868344,,textured_floor
28.35,1.0284588564116914,0.4599548522094128,0.026119557193155292,0.006397239313014884,0.011041290268283484,-0.003118678256411234,0.9790529572851705,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.045910260685452,0.4962970952809263,0.0209466824922155,-0.0077611474267478,0.9906911934116897,,textured_floor
28.36,1.0299990464209576,0.46037407317349377,0.027187661655579537,0.006482386577625792,0.011004097543820856,-0.0031285478720698505,0.9771408778337183,0.05724695258997833,0.014871530759921401,1,OK,OP_VALID,,0.03094733161153092,0.00863698440236146,1.0461171114672323,0.4962147501854043,0.0206850781780318,-0.0082345095522064,0.990638922339358,219.43385610694617,textured_floor
28.37,1.030270439520879,0.4604318843796712,0.027090958328678576,0.005079854657855451,0.011004097543820856,-0.0031285478720698505,0.9822533972731868,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0463213867462786,0.4961276768311904,0.0204275279046498,-0.0087073354213872,0.990587377026818,,textured_floor
28.38,1.0305448241984998,0.4604799168030361,0.027785977195501896,0.00452663001513926,0.011004097543820856,-0.0031285478720698505,1.0215905053510235,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0465231270458628,0.4960358806667518,0.0201740299584055,-0.0091796164438681,0.9905365706983404,,textured_floor
28.39,1.030821727857481,0.46052426905967003,0.027594754600715317,0.0043438213116383795,0.011004097543820856,-0.0031285478720698505,1.0178022465676204,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0467223728696329,0.4959393672262623,0.0199245823770033,-0.0096513440489496,0.9904865165446318,,textured_floor
28.4,1.0314763506991709,0.45921290714981383,0.027491340341399318,0.0039560388064511995,0.010993527218226155,-0.0030890951847536074,0.9855194675244198,0.03729131654443304,-0.030945477005084633,1,OK,OP_VALID,,0.010064834081274652,-0.03584477743112774,1.0469191646991318,0.4958381421294034,0.0196791829498939,-0.0101225096858832,0.9904372277219798,215.6211036934821,textured_floor
28.41,1.0317543572337065,0.45924757846778086,0.028109966565697912,0.0029782247869579582,0.010993527218226155,-0.0030890951847536074,0.9840822143700441,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0471135429913183,0.4957322110811625,0.0194378292186703,-0.0105931048240991,0.990388717351399,,textured_floor
28.42,1.03203667828777,0.45928159603881813,0.02835424424697439,0.003825289420490794,0.010993527218226155,-0.0030890951847536074,0.9581457435795088,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0473055481760931,0.4956215798716281,0.0192005184774793,-0.0110631209534351,0.9903409985177812,,textured_floor
28.43,1.0323220300147724,0.4593220568190529,0.02871610115353449,0.004266866626465451,0.010993527218226155,-0.0030890951847536074,0.9753836622645387,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0474952206538275,0.4955062543757845,0.0189672477734518,-0.0115325495843602,0.990294084269047,,textured_floor
28.44,1.0324830218228938,0.4596235407425503,0.02785882072416521,0.0038117317799144334,0.01099698501671964,-0.003096713749531185,0.978110766064965,0.024308157382433148,0.011408588806407896,1,OK,OP_VALID,,-0.003635736698156835,0.007778876571384375,1.0476826007928994,0.4953862405533025,0.0187380139071475,-0.0120013822482033,0.990247987615298,210.05252061171385,textured_floor
28.45,1.0327561927558682,0.4596557893394764,0.026775365870722705,0.002637987605307389,0.01099698501671964,-0.003096713749531185,0.9836089910318321,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0478677289272296,0.4952615444483287,0.0185128134330199,-0.012469610497377,0.9902027215279748,,textured_floor
28.46,1.0330204312783837,0.4596749270437581,0.026072338632368207,0.0011895532510419896,0.01099698501671964,-0.003096713749531185,0.981615051519668,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0480506453538283,0.4951321721892727,0.0182916426598944,-0.0129372259056027,0.9901582989390132,,textured_floor
28.47,1.0332775822087188,0.4596864493959638,0.025357847434661848,0.001114917190103841,0.01099698501671964,-0.003096713749531185,0.9933353696763387,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.048231390330343,0.4949981299885914,0.0180744976514658,-0.0134042200681334,0.9901147327400066,,textured_floor
28.48,1.0330458294996998,0.4590230205634213,0.02541810947951924,-0.0002543421396263595,0.011011258755027353,-0.0030774900846215225,1.0016935830090508,0.005474358677443722,-0.0277031688157433,1,OK,OP_VALID,,-0.020282120045878548,-0.02791452837976596,1.0484100040726112,0.4948594241425716,0.017861374226811,-0.0138705846019786,0.9900720357813674,192.08774127925264,textured_floor
28.49,1.0333029383122134,0.45902369076101607,0.02600365302322293,0.0003883816585842477,0.011011258755027353,-0.0030774900846215225,0.9791157903395514,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0485865267522203,0.4947160610311104,0.01765226796092,-0.0143363111461243,0.9900302208714944,,textured_floor
28.5,1.0335612453715406,0.4590233697469063,0.02565775884218602,-0.00045258448054492104,0.011011258755027353,-0.0030774900846215225,1.0115382350194635,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.048760998494073,0.4945680471174928,0.0174471741852423,-0.0148013913617567,0.9899893007759392,,textured_floor
28.51,1.0338224369651257,0.4590136268722783,0.026580559874833584,-0.0014959904450469155,0.011011258755027353,-0.0030774900846215225,0.9951331015636389,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0489334593739554,0.4944153889481679,0.0172460879882494,-0.0152658169324824,0.989949288216578,,textured_floor
28.52,1.03526235235921,0.4590021273215091,0.028288452308602746,-0.0016273856522870795,0.01097751072632321,-0.003077302686372009,1.003231344791017,0.06756125170075149,-0.0014705251657640447,1,OK,OP_VALID,,0.04008510369858386,0.00016010493180537537,1.0491039494161156,0.4942580931525224,0.0170490042160162,-0.0157295795645475,0.9899101958707852,202.2220448664638,textured_floor
28.53,1.0355451591390696,0.45898159992072496,0.02827290366336303,-0.002478094504534155,0.01097751072632321,-0.003077302686372009,0.983280341555256,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0492725085908436,0.4940961664426518,0.0168559174728158,-0.0161926709870596,0.9898720363706072,,textured_floor
28.54,1.0358236283880926,0.458955437549683,0.02742094614125288,-0.0027543797038675115,0.01097751072632321,-0.003077302686372009,0.9980298528360199,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.049439176812061,0.4939296156131298,0.0166668221217346,-0.016655082952203,0.9898348223019452,,textured_floor
28.55,1.0361032685497378,0.45893021900340847,0.028507086187797133,-0.002289329551040473,0.01097751072632321,-0.003077302686372009,0.9965996714114654,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.049603993934914,0.4937584475407752,0.0164817122852994,-0.0171168072354596,0.9897985662037329,,textured_floor
28.56,1.038434333373457,0.45914087584248187,0.029694198188066744,-0.0023267209914338443,0.010918489609519208,-0.003083569609253299,1.0117720465518905,0.08248210656831846,0.003745988042581503,1,OK,OP_VALID,,0.05420876599384712,0.006236164172339378,1.0497669997533752,0.4935826691844169,0.0163005818461251,-0.0175778356358247,0.9897632805671226,214.86935792187097,textured_floor
28.57,1.0387308779039321,0.4591166069660562,0.029614707906944402,-0.002527054293692244,0.010918489609519208,-0.003083569609253299,0.9995171448270845,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.049928233997851,0.4934022875846567,0.0161234244475754,-0.018038159976023,0.9897289778346736,,textured_floor
28.58,1.0390247917738828,0.45909071636985793,0.029168066083183317,-0.0026510649459566466,0.010918489609519208,-0.003083569609253299,1.0024983883061775,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0500877363327954,0.4932173098636294,0.015950233494443,-0.018497772102725,0.9896956703995404,,textured_floor
28.59,1.0393118887495814,0.45905604789544924,0.02825132905650684,-0.004282629935779903,0.010918489609519208,-0.003083569609253299,0.9817300062387891,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.050245546354332,0.4930277432247618,0.0157810021536426,-0.0189566638867614,0.989663370604668,,textured_floor
28.6,1.0394887837931763,0.4575418159170976,0.026844672840309534,-0.005256201703440511,0.010921651482264498,-0.0030412752460651474,1.0075668673710545,0.024315070295611595,-0.043145706027801885,1,OK,OP_VALID,,-0.0025977609212258154,-0.0389104105958258,1.050401703587881,0.4928335949525285,0.0156157233549223,-0.0194148272233376,0.9896320907419864,214.74197409430968,textured_floor
28.61,1.0397589401137015,0.45748837485504323,0.027186591264706135,-0.0054320107074305405,0.010921651482264498,-0.0030412752460651474,0.9704638708792815,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.050556247485797,0.492634872412206,0.0154543897915919,-0.019872254032245,0.989601843051612,,textured_floor
28.62,1.0400269386498382,0.45743624034179253,0.02641311596264856,-0.004994891942709999,0.010921651482264498,-0.0030412752460651474,0.9809789893379653,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0507092174250097,0.4924315830496253,0.0152969939212644,-0.0203289362580764,0.9895726397210478,,textured_floor
28.63,1.0403025632947243,0.45738697744472245,0.02871181301453734,-0.004857687471299131,0.010921651482264498,-0.0030412752460651474,0.9937630547775009,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0508606527046758,0.492223734390921,0.0151435279666162,-0.0207848658704353,0.989544492884392,,textured_floor
28.64,1.0398084021562968,0.4581527315483701,0.027145380406125297,-0.004722866626057202,0.010943773284879069,-0.003064861777558819,0.9722307377066907,0.006723826348895348,0.016740729543852226,1,OK,OP_VALID,,-0.020959905348183934,0.022029417687419985,1.051010592543837,0.4920113340422795,0.014993983916162,-0.0212400348641469,0.989517414621545,213.4605476326275,textured_floor
28.65,1.0400741647376475,0.4581083062060307,0.026007135864030424,-0.0041622018418250775,0.010943773284879069,-0.003064861777558819,0.9756468660067235,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0511590760790877,0.4917943896896847,0.0148483535250461,-0.0216944352594689,0.9894914169574228,,textured_floor
28.66,1.0403355067788274,0.45806402590831546,0.02626127237196109,-0.00469385770123046,0.010943773284879069,-0.003064861777558819,0.9756294573130548,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0513061423622465,0.4915729090986618,0.0147066283158488,-0.0221480591022998,0.989466511861172,,textured_floor
28.67,1.0406035362028268,0.45801649355416124,0.027344612427908557,-0.004812613129606808,0.010943773284879069,-0.003064861777558819,0.9951213880346641,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0514518303580402,0.4913469001140179,0.0145687995794105,-0.0226008984643876,0.9894427112453894,,textured_floor
28.68,1.0410515256739656,0.4574293438003792,0.027370964070379575,-0.005720516622622642,0.010938848928717552,-0.0030494630489617145,0.9870362611919324,0.031444115500298034,-0.01818347088334909,1,OK,OP_VALID,,0.004194587328076788,-0.012834521601248278,1.051596178941797,0.4911163706595825,0.0144348583756689,-0.0230529454435366,0.9894200269653444,218.8526707465957,textured_floor
28.69,1.041326884145416,0.4573725015485201,0.02770073021965097,-0.005647933749184096,0.010938848928717552,-0.0030494630489617145,1.0038511688282257,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.051739226897142,0.4908813287379444,0.0143047955345139,-0.0235041921638153,0.9893984708182052,,textured_floor
28.7,1.0415958167488801,0.45731327462843274,0.026085790473186307,-0.006197450268293396,0.010938848928717552,-0.0030494630489617145,1.017580495228508,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0518810129137086,0.4906417824301867,0.0141786016566571,-0.0239546307757596,0.989378054542268,,textured_floor
28.71,1.0418534819399923,0.45725653637552305,0.025447247749262658,-0.005150200313633754,0.010938848928717552,-0.0030494630489617145,0.9934144258246854,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0520215755848537,0.4903977398956209,0.0140562671145179,-0.0244042534565804,0.989358789816191,,textured_floor
28.72,1.0414472832426604,0.4554352773467193,0.024049628274848196,-0.005028771330145374,0.010957874454061958,-0.0029987364731823315,0.9816702672790101,0.0034309184326988904,-0.06094815838530647,1,OK,OP_VALID,,-0.021072413190736328,-0.057149862354153695,1.0521609534053848,0.4901492093715173,0.0139377820531239,-0.0248530524103657,0.9893406882582296,204.90516539403785,textured_floor
28.73,1.0416796792910283,0.4553872624481949,0.02242958139871911,-0.004574208374740187,0.010957874454061958,-0.0029987364731823315,0.9948474956630026,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.052299184769295,0.4898961991728344,0.0138231363910272,-0.0253010198682842,0.9893237614254786,,textured_floor
28.74,1.041904007566793,0.4553462632025943,0.022436073754223722,-0.003625640745371156,0.010957874454061958,-0.0029987364731823315,0.9758755200014909,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0524363079675074,0.4896387176919465,0.0137123198212361,-0.0257481480887874,0.9893080208131154,,textured_floor
28.75,1.0421186688235908,0.4553026777499818,0.020496177605360027,-0.005091449777130915,0.010957874454061958,-0.0029987364731823315,0.9883387327989283,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0525723611856292,0.4893767733983685,0.0136053218121629,-0.0261944293578114,0.9892934778536484,,textured_floor
28.76,1.0409992060916315,0.4541464988756346,0.018386327649433296,-0.007241283169149505,0.010995660926295682,-0.0029675344557352754,1.0262054271943748,-0.028460011594847772,-0.04630210082815038,1,OK,OP_VALID,,-0.04775844561517807,-0.03982133857085783,1.052707382501715,0.4891103748384787,0.0135021316085849,-0.0266398559889762,0.989280143916169,199.2670409524613,textured_floor
28.77,1.0411803494546534,0.4540714596969552,0.017842344954957103,-0.007766552566726372,0.010995660926295682,-0.0029675344557352754,0.9862222891426786,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0528414098840413,0.4888395306352408,0.0134027382326228,-0.0270844203237863,0.9892680303056068,,textured_floor
28.78,1.041354933219962,0.45399265436872943,0.01707440810673733,-0.007994513078424598,0.010995660926295682,-0.0029675344557352754,0.9937958603211025,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0529744811888886,0.4885642494879225,0.0133071304847321,-0.0275281147318286,0.9892571482619889,,textured_floor
28.79,1.0415267397487573,0.453910487533991,0.017286897652286987,-0.008438853869263364,0.010995660926295682,-0.0029675344557352754,0.9868251811219668,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0531066341583355,0.4882845401718128,0.0132152969447121,-0.0279709316109706,0.9892475089597044,,textured_floor
28.8,1.0421598278831596,0.4531986482992103,0.017717649462779435,-0.010463342685124437,0.010982622606094589,-0.0029498323822225443,0.9830968194776121,0.027226440459678068,-0.023266212713097093,1,OK,OP_VALID,,0.00982683236880795,-0.013231088752035597,1.053237906418063,0.4880004115379372,0.0131272259727271,-0.0284128633875558,0.9892391235067712,223.21662603355972,textured_floor
28.81,1.0423402373214077,0.4530971448498361,0.018364238186853787,-0.009837347189712823,0.010982622606094589,-0.0029498323822225443,0.9964438482320029,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0533683354751664,0.4877118725127712,0.0130429057103441,-0.0288539025166015,0.989232002944109,,textured_floor
28.82,1.0425266746901334,0.4530059295908555,0.018923235558262926,-0.008405704606406607,0.010982622606094589,-0.0029498323822225443,0.9701669929832117,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0534979587159825,0.4874189320979513,0.0129623240815845,-0.0292940414819922,0.9892261582448124,,textured_floor
28.83,1.0427201798461683,0.4529255009988467,0.019777795648713743,-0.007680013795350876,0.010982622606094589,-0.0029498323822225443,0.9867293812383839,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0536268134039224,0.4871215993699845,0.0128854687939915,-0.0297332727966741,0.9892216003134328,,textured_floor
28.84,1.043144739813778,0.4513522677425479,0.01987541377796579,-0.008120858993850646,0.010976279238042294,-0.0029071556344568428,0.9688614431306053,0.02592835093109465,-0.047968663331688324,1,OK,OP_VALID,,0.00621031950013325,-0.04088388662499954,1.0537549366773196,0.4868198834799561,0.0128123273397115,-0.0301715890028476,0.9892183399852624,212.5724802008775,textured_floor
28.85,1.0433443402642353,0.4512705679449084,0.02004467631347963,-0.008219100534041275,0.010976279238042294,-0.0029071556344568428,1.0123779880005133,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.053882365547285,0.4865137936532344,0.0127428869965895,-0.0306089826721603,0.9892163880256216,,textured_floor
28.86,1.0435463641745544,0.45118359237497163,0.02036010575034553,-0.009176013453306552,0.010976279238042294,-0.0029071556344568428,1.0040203247118134,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.0540091368955782,0.4862033391891754,0.0126771348292796,-0.0310454464058969,0.9892157551291524,,textured_floor
28.87,1.0437501833958565,0.4510907543588523,0.020403738510066806,-0.009391589770550482,0.010976279238042294,-0.0029071556344568428,0.9776966464211394,,,0,NO_FLOW_SAMPLE,OP_VALID,,,,1.054135287472482,0.4858885294608238,0.0126150576903703,-0.0314809728351703,0.989216451919114,,textured_floor
